temp_bin,temp_label,humidity_bin,humidity_label,soil_bin,soil_label,light_bin,light_label,temperature_c,humidity_pct,soil_pct,light_pct,action,action_name,reward,next_temperature_c,next_humidity_pct,next_soil_pct,replicate
0,COOL,1,DRY,1,DRY,2,MEDIUM,20.73,44.75,33.79,62.63,2,MIST_HIGH,27.727,18.93,59.75,33.79,1
0,COOL,1,DRY,1,DRY,2,MEDIUM,18.76,44.08,31.71,62.0,2,MIST_HIGH,15.983,16.96,59.08,31.71,2
0,COOL,1,DRY,1,DRY,2,MEDIUM,19.81,50.28,35.66,66.3,2,MIST_HIGH,27.091,18.01,65.28,35.66,3
0,COOL,1,DRY,1,DRY,2,MEDIUM,18.87,48.23,30.43,58.54,3,PUMP,39.868,19.07,49.23,46.43,0
0,COOL,1,DRY,1,DRY,2,MEDIUM,21.03,51.1,34.76,56.56,3,PUMP,60.485,21.23,52.1,50.76,1
0,COOL,1,DRY,1,DRY,2,MEDIUM,18.81,51.4,38.99,62.76,3,PUMP,62.759,19.01,52.4,54.99,2
0,COOL,1,DRY,1,DRY,2,MEDIUM,18.69,51.43,33.14,67.54,3,PUMP,50.147,18.89,52.43,49.14,3
0,COOL,1,DRY,1,DRY,2,MEDIUM,20.24,50.02,37.13,60.78,4,PUMP_MIST_LOW,71.876,19.24,59.02,50.13,0
0,COOL,1,DRY,1,DRY,2,MEDIUM,18.82,45.3,32.4,66.02,4,PUMP_MIST_LOW,41.839,17.82,54.3,45.4,1
0,COOL,1,DRY,1,DRY,2,MEDIUM,19.69,51.17,33.32,65.07,4,PUMP_MIST_LOW,63.949,18.69,60.17,46.32,2
0,COOL,1,DRY,1,DRY,2,MEDIUM,18.99,51.91,37.24,62.01,4,PUMP_MIST_LOW,71.134,17.99,60.91,50.24,3
0,COOL,1,DRY,1,DRY,2,MEDIUM,21.33,44.43,34.37,66.06,5,PUMP_MIST_HIGH,73.316,19.33,59.43,50.37,0
0,COOL,1,DRY,1,DRY,2,MEDIUM,19.55,50.15,39.55,60.76,5,PUMP_MIST_HIGH,77.58,17.55,65.15,55.55,1
0,COOL,1,DRY,1,DRY,2,MEDIUM,20.77,44.24,32.73,67.91,5,PUMP_MIST_HIGH,67.77,18.77,59.24,48.73,2
0,COOL,1,DRY,1,DRY,2,MEDIUM,19.97,46.85,39.41,61.18,5,PUMP_MIST_HIGH,83.434,17.97,61.85,55.41,3
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.5,49.29,30.86,89.42,0,OFF,-6.034,21.5,46.29,27.86,0
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.83,49.7,30.82,83.85,0,OFF,-4.379,21.83,46.7,27.82,1
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.59,49.07,37.4,85.8,0,OFF,7.643,21.59,46.07,34.4,2
0,COOL,1,DRY,1,DRY,3,BRIGHT,18.9,44.04,33.08,86.32,0,OFF,-14.885,19.9,41.04,30.08,3
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.36,45.06,31.87,87.39,1,MIST_LOW,-1.672,19.16,51.06,29.87,0
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.15,47.26,30.26,86.25,1,MIST_LOW,1.025,19.95,53.26,28.26,1
0,COOL,1,DRY,1,DRY,3,BRIGHT,18.86,48.78,33.24,86.62,1,MIST_LOW,5.582,18.66,54.78,31.24,2
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.42,47.1,30.85,92.81,1,MIST_LOW,-0.363,19.22,53.1,28.85,3
0,COOL,1,DRY,1,DRY,3,BRIGHT,21.13,51.83,35.72,84.03,2,MIST_HIGH,31.661,19.83,64.83,34.72,0
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.67,45.11,33.01,87.92,2,MIST_HIGH,19.572,18.37,58.11,32.01,1
0,COOL,1,DRY,1,DRY,3,BRIGHT,18.78,47.48,34.21,87.81,2,MIST_HIGH,23.034,17.48,60.48,33.21,2
0,COOL,1,DRY,1,DRY,3,BRIGHT,18.82,46.01,32.47,89.5,2,MIST_HIGH,17.149,17.52,59.01,31.47,3
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.26,45.56,31.07,85.66,3,PUMP,37.73,20.96,44.56,46.07,0
0,COOL,1,DRY,1,DRY,3,BRIGHT,21.26,46.66,36.2,91.65,3,PUMP,53.438,21.96,45.66,51.2,1
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.52,46.68,38.15,92.31,3,PUMP,52.022,20.22,45.68,53.15,2
0,COOL,1,DRY,1,DRY,3,BRIGHT,21.33,45.09,33.21,93.37,3,PUMP,44.865,22.03,44.09,48.21,3
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.16,46.51,39.65,93.62,4,PUMP_MIST_LOW,56.397,18.66,53.51,51.65,0
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.42,49.56,34.91,88.91,4,PUMP_MIST_LOW,60.138,18.92,56.56,46.91,1
0,COOL,1,DRY,1,DRY,3,BRIGHT,19.28,47.01,38.16,86.72,4,PUMP_MIST_LOW,54.452,18.78,54.01,50.16,2
0,COOL,1,DRY,1,DRY,3,BRIGHT,18.92,48.51,35.92,88.55,4,PUMP_MIST_LOW,58.994,18.42,55.51,47.92,3
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.51,48.4,39.53,87.54,5,PUMP_MIST_HIGH,84.183,19.01,61.4,54.53,0
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.58,47.51,32.91,90.31,5,PUMP_MIST_HIGH,69.097,19.08,60.51,47.91,1
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.89,50.37,34.09,87.99,5,PUMP_MIST_HIGH,72.765,19.39,63.37,49.09,2
0,COOL,1,DRY,1,DRY,3,BRIGHT,20.37,45.94,36.59,90.58,5,PUMP_MIST_HIGH,73.624,18.87,58.94,51.59,3
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.81,44.59,62.91,14.75,0,OFF,53.632,20.31,46.59,62.91,0
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.72,48.05,62.2,17.3,0,OFF,57.168,19.22,50.05,62.2,1
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.12,50.33,56.6,19.75,0,OFF,67.962,19.62,52.33,56.6,2
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.1,49.11,53.85,18.23,0,OFF,60.184,19.6,51.11,53.85,3
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.44,46.84,59.47,9.53,1,MIST_LOW,79.729,18.74,57.84,60.47,0
0,COOL,1,DRY,2,OPTIMAL,0,DARK,21.35,49.42,57.0,18.03,1,MIST_LOW,91.957,19.65,60.42,58.0,1
0,COOL,1,DRY,2,OPTIMAL,0,DARK,21.3,47.44,53.11,12.1,1,MIST_LOW,80.464,19.6,58.44,54.11,2
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.03,48.15,58.81,15.9,1,MIST_LOW,81.905,18.33,59.15,59.81,3
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.85,47.13,60.72,16.06,2,MIST_HIGH,61.228,17.05,65.13,62.72,0
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.0,46.76,53.25,10.25,2,MIST_HIGH,66.444,17.2,64.76,55.25,1
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.76,51.69,54.16,20.29,2,MIST_HIGH,59.714,16.96,69.69,56.16,2
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.0,46.5,57.55,11.48,2,MIST_HIGH,66.175,16.2,64.5,59.55,3
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.95,47.81,57.38,17.36,3,PUMP,22.08,19.15,51.81,75.38,0
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.49,46.4,61.1,10.38,3,PUMP,10.547,18.69,50.4,79.1,1
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.98,49.18,59.77,10.97,3,PUMP,22.543,20.18,53.18,77.77,2
0,COOL,1,DRY,2,OPTIMAL,0,DARK,21.35,45.95,54.74,10.92,3,PUMP,29.134,20.55,49.95,72.74,3
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.17,51.67,55.32,13.86,4,PUMP_MIST_LOW,51.199,18.17,63.67,70.32,0
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.12,49.12,57.32,9.35,4,PUMP_MIST_LOW,44.896,17.12,61.12,72.32,1
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.32,45.58,58.92,13.67,4,PUMP_MIST_LOW,39.712,18.32,57.58,73.92,2
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.57,45.65,60.52,18.7,4,PUMP_MIST_LOW,37.27,18.57,57.65,75.52,3
0,COOL,1,DRY,2,OPTIMAL,0,DARK,18.78,44.81,61.72,11.24,5,PUMP_MIST_HIGH,15.167,15.78,62.81,79.72,0
0,COOL,1,DRY,2,OPTIMAL,0,DARK,19.51,47.66,55.62,19.35,5,PUMP_MIST_HIGH,25.775,16.51,65.66,73.62,1
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.08,49.11,58.97,16.34,5,PUMP_MIST_HIGH,18.231,17.08,67.11,76.97,2
0,COOL,1,DRY,2,OPTIMAL,0,DARK,20.24,46.78,61.46,16.41,5,PUMP_MIST_HIGH,17.27,17.24,64.78,79.46,3
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.88,49.65,55.97,41.37,0,OFF,67.994,20.88,50.65,55.97,0
0,COOL,1,DRY,2,OPTIMAL,1,LOW,18.84,45.07,54.18,37.66,0,OFF,50.369,18.84,46.07,54.18,1
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.11,49.55,58.11,39.02,0,OFF,66.209,19.11,50.55,58.11,2
0,COOL,1,DRY,2,OPTIMAL,1,LOW,18.99,47.07,54.86,41.63,0,OFF,55.468,18.99,48.07,54.86,3
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.54,49.16,63.0,40.66,1,MIST_LOW,76.355,19.34,59.16,64.0,0
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.97,45.12,56.15,39.41,1,MIST_LOW,78.869,18.77,55.12,57.15,1
0,COOL,1,DRY,2,OPTIMAL,1,LOW,18.75,46.87,53.1,35.64,1,MIST_LOW,71.357,17.55,56.87,54.1,2
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.88,51.71,58.05,39.94,1,MIST_LOW,91.907,19.68,61.71,59.05,3
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.52,47.33,61.4,39.86,2,MIST_HIGH,74.837,18.22,64.33,63.4,0
0,COOL,1,DRY,2,OPTIMAL,1,LOW,18.83,44.25,60.61,37.51,2,MIST_HIGH,73.614,16.53,61.25,62.61,1
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.37,48.3,54.68,39.49,2,MIST_HIGH,78.174,17.07,65.3,56.68,2
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.68,50.13,58.5,35.36,2,MIST_HIGH,76.965,18.38,67.13,60.5,3
0,COOL,1,DRY,2,OPTIMAL,1,LOW,18.92,50.2,61.23,38.4,3,PUMP,14.516,18.62,53.2,79.23,0
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.9,44.33,60.19,40.56,3,PUMP,13.665,20.6,47.33,78.19,1
0,COOL,1,DRY,2,OPTIMAL,1,LOW,21.37,44.82,61.3,43.02,3,PUMP,13.608,21.07,47.82,79.3,2
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.43,51.99,57.5,38.18,3,PUMP,26.874,19.13,54.99,75.5,3
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.89,47.51,62.94,43.31,4,PUMP_MIST_LOW,36.185,19.39,58.51,77.94,0
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.26,50.49,58.88,38.21,4,PUMP_MIST_LOW,44.274,17.76,61.49,73.88,1
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.59,49.06,54.66,35.67,4,PUMP_MIST_LOW,65.102,19.09,60.06,69.66,2
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.18,45.66,53.59,38.21,4,PUMP_MIST_LOW,57.374,17.68,56.66,68.59,3
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.39,48.31,56.24,42.45,5,PUMP_MIST_HIGH,36.246,16.89,65.31,74.24,0
0,COOL,1,DRY,2,OPTIMAL,1,LOW,19.41,46.14,61.58,45.83,5,PUMP_MIST_HIGH,28.572,16.91,63.14,79.58,1
0,COOL,1,DRY,2,OPTIMAL,1,LOW,20.5,44.76,62.63,43.43,5,PUMP_MIST_HIGH,31.307,18.0,61.76,80.63,2
0,COOL,1,DRY,2,OPTIMAL,1,LOW,21.17,51.94,61.67,35.52,5,PUMP_MIST_HIGH,24.74,18.67,68.94,79.67,3
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,21.03,46.0,60.11,65.94,0,OFF,65.037,21.53,45.0,58.11,0
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.73,49.41,57.89,62.93,0,OFF,65.377,21.23,48.41,55.89,1
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.35,47.31,57.52,63.6,0,OFF,56.822,19.85,46.31,55.52,2
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,21.06,44.74,58.16,59.34,0,OFF,59.525,21.56,43.74,56.16,3
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,21.22,46.95,62.5,59.93,1,MIST_LOW,70.638,20.52,54.95,61.5,0
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,18.61,50.19,60.33,64.77,1,MIST_LOW,80.024,17.91,58.19,59.33,1
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.88,49.31,56.58,56.76,1,MIST_LOW,80.411,19.18,57.31,55.58,2
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.1,45.74,57.3,58.54,1,MIST_LOW,68.879,19.4,53.74,56.3,3
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.35,50.63,56.38,62.94,2,MIST_HIGH,78.556,17.55,65.63,56.38,0
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.19,47.88,56.44,64.19,2,MIST_HIGH,85.739,18.39,62.88,56.44,1
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,18.74,44.8,60.84,61.51,2,MIST_HIGH,76.307,16.94,59.8,60.84,2
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,18.95,50.86,57.41,56.01,2,MIST_HIGH,79.062,17.15,65.86,57.41,3
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,21.28,45.62,59.89,57.58,3,PUMP,20.173,21.48,46.62,75.89,0
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.42,45.27,62.33,59.29,3,PUMP,11.732,20.62,46.27,78.33,1
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.43,46.0,56.72,66.85,3,PUMP,24.721,20.63,47.0,72.72,2
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.06,47.17,56.06,64.39,3,PUMP,23.601,19.26,48.17,72.06,3
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.26,49.24,60.04,56.01,4,PUMP_MIST_LOW,42.43,18.26,58.24,73.04,0
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.94,45.06,55.26,64.16,4,PUMP_MIST_LOW,49.941,18.94,54.06,68.26,1
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,18.63,49.56,61.17,67.86,4,PUMP_MIST_LOW,38.548,17.63,58.56,74.17,2
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,19.78,45.06,53.71,60.6,4,PUMP_MIST_LOW,52.708,18.78,54.06,66.71,3
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.65,44.82,56.13,66.57,5,PUMP_MIST_HIGH,48.098,18.65,59.82,72.13,0
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,18.98,50.19,60.53,57.6,5,PUMP_MIST_HIGH,31.932,16.98,65.19,76.53,1
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,21.38,45.14,58.31,56.1,5,PUMP_MIST_HIGH,46.405,19.38,60.14,74.31,2
0,COOL,1,DRY,2,OPTIMAL,2,MEDIUM,20.42,47.52,60.22,63.54,5,PUMP_MIST_HIGH,41.44,18.42,62.52,76.22,3
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.02,47.29,59.87,92.32,0,OFF,56.964,20.02,44.29,56.87,0
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,18.84,44.8,60.52,89.07,0,OFF,53.784,19.84,41.8,57.52,1
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.68,51.71,56.15,83.68,0,OFF,58.295,20.68,48.71,53.15,2
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.38,44.67,58.53,89.2,0,OFF,51.101,20.38,41.67,55.53,3
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.3,50.23,59.9,92.17,1,MIST_LOW,86.495,20.1,56.23,57.9,0
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.44,46.41,58.18,88.11,1,MIST_LOW,69.213,20.24,52.41,56.18,1
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.69,46.36,53.55,92.77,1,MIST_LOW,60.21,20.49,52.36,51.55,2
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,21.27,47.96,54.13,87.99,1,MIST_LOW,65.836,21.07,53.96,52.13,3
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.26,48.23,62.78,93.84,2,MIST_HIGH,83.112,18.96,61.23,61.78,0
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,21.21,45.06,61.61,88.82,2,MIST_HIGH,83.54,19.91,58.06,60.61,1
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.62,49.46,60.63,93.45,2,MIST_HIGH,86.075,18.32,62.46,59.63,2
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.76,44.13,53.68,85.15,2,MIST_HIGH,74.894,19.46,57.13,52.68,3
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,18.71,44.48,60.89,88.08,3,PUMP,8.516,19.41,43.48,75.89,0
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.36,48.01,57.15,90.42,3,PUMP,27.281,21.06,47.01,72.15,1
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,18.83,48.29,59.16,85.33,3,PUMP,18.63,19.53,47.29,74.16,2
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.47,48.09,55.03,91.7,3,PUMP,29.014,20.17,47.09,70.03,3
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.1,47.13,59.34,92.01,4,PUMP_MIST_LOW,35.707,19.6,54.13,71.34,0
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.51,44.53,59.99,90.76,4,PUMP_MIST_LOW,31.496,20.01,51.53,71.99,1
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.97,44.46,53.86,87.21,4,PUMP_MIST_LOW,55.735,20.47,51.46,65.86,2
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.87,48.87,56.09,90.9,4,PUMP_MIST_LOW,62.58,19.37,55.87,68.09,3
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.67,44.96,60.08,90.42,5,PUMP_MIST_HIGH,40.619,19.17,57.96,75.08,0
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.06,51.62,58.23,91.4,5,PUMP_MIST_HIGH,41.606,17.56,64.62,73.23,1
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,20.62,45.34,54.27,91.37,5,PUMP_MIST_HIGH,63.25,19.12,58.34,69.27,2
0,COOL,1,DRY,2,OPTIMAL,3,BRIGHT,19.35,51.09,60.71,82.35,5,PUMP_MIST_HIGH,38.182,17.85,64.09,75.71,3
0,COOL,1,DRY,3,WET,0,DARK,20.86,46.18,77.64,17.55,0,OFF,15.392,20.36,48.18,77.64,0
0,COOL,1,DRY,3,WET,0,DARK,20.21,44.62,81.55,13.32,0,OFF,2.614,19.71,46.62,81.55,1
0,COOL,1,DRY,3,WET,0,DARK,20.0,48.54,80.68,12.06,0,OFF,10.031,19.5,50.54,80.68,2
0,COOL,1,DRY,3,WET,0,DARK,18.89,48.59,84.23,11.74,0,OFF,-0.89,18.39,50.59,84.23,3
0,COOL,1,DRY,3,WET,0,DARK,20.02,44.35,85.63,11.93,1,MIST_LOW,9.481,18.32,55.35,86.63,0
0,COOL,1,DRY,3,WET,0,DARK,19.92,47.06,78.5,20.17,1,MIST_LOW,28.457,18.22,58.06,79.5,1
0,COOL,1,DRY,3,WET,0,DARK,21.0,48.42,86.14,17.89,1,MIST_LOW,18.047,19.3,59.42,87.14,2
0,COOL,1,DRY,3,WET,0,DARK,19.77,46.57,81.16,17.64,1,MIST_LOW,21.615,18.07,57.57,82.16,3
0,COOL,1,DRY,3,WET,0,DARK,19.36,44.62,80.73,15.02,2,MIST_HIGH,11.665,16.56,62.62,82.73,0
0,COOL,1,DRY,3,WET,0,DARK,21.13,45.43,85.04,20.78,2,MIST_HIGH,6.955,18.33,63.43,87.04,1
0,COOL,1,DRY,3,WET,0,DARK,21.27,44.55,81.65,12.39,2,MIST_HIGH,15.959,18.47,62.55,83.65,2
0,COOL,1,DRY,3,WET,0,DARK,20.97,46.62,82.53,9.1,2,MIST_HIGH,9.825,18.17,64.62,84.53,3
0,COOL,1,DRY,3,WET,0,DARK,19.16,48.51,80.04,16.47,3,PUMP,-54.907,18.36,52.51,98.04,0
0,COOL,1,DRY,3,WET,0,DARK,19.9,48.73,81.93,18.27,3,PUMP,-56.17,19.1,52.73,99.93,1
0,COOL,1,DRY,3,WET,0,DARK,19.15,51.2,84.6,11.94,3,PUMP,-46.763,18.35,55.2,100.0,2
0,COOL,1,DRY,3,WET,0,DARK,18.62,47.28,79.33,13.16,3,PUMP,-57.127,17.82,51.28,97.33,3
0,COOL,1,DRY,3,WET,0,DARK,20.95,51.02,86.51,9.02,4,PUMP_MIST_LOW,-35.586,18.95,63.02,100.0,0
0,COOL,1,DRY,3,WET,0,DARK,20.44,50.79,84.27,10.25,4,PUMP_MIST_LOW,-35.329,18.44,62.79,99.27,1
0,COOL,1,DRY,3,WET,0,DARK,20.08,45.91,81.92,9.72,4,PUMP_MIST_LOW,-36.817,18.08,57.91,96.92,2
0,COOL,1,DRY,3,WET,0,DARK,21.39,49.69,77.93,20.06,4,PUMP_MIST_LOW,-18.192,19.39,61.69,92.93,3
0,COOL,1,DRY,3,WET,0,DARK,21.11,48.16,84.01,13.47,5,PUMP_MIST_HIGH,-53.293,18.11,66.16,100.0,0
0,COOL,1,DRY,3,WET,0,DARK,21.33,44.68,77.96,10.6,5,PUMP_MIST_HIGH,-38.542,18.33,62.68,95.96,1
0,COOL,1,DRY,3,WET,0,DARK,20.9,44.6,82.68,14.22,5,PUMP_MIST_HIGH,-48.291,17.9,62.6,100.0,2
0,COOL,1,DRY,3,WET,0,DARK,21.3,45.89,79.61,12.78,5,PUMP_MIST_HIGH,-44.052,18.3,63.89,97.61,3
0,COOL,1,DRY,3,WET,1,LOW,20.84,49.61,84.35,37.82,0,OFF,6.722,20.84,50.61,84.35,0
0,COOL,1,DRY,3,WET,1,LOW,19.36,44.6,79.03,43.36,0,OFF,5.156,19.36,45.6,79.03,1
0,COOL,1,DRY,3,WET,1,LOW,20.24,45.24,78.64,39.59,0,OFF,9.796,20.24,46.24,78.64,2
0,COOL,1,DRY,3,WET,1,LOW,19.74,48.29,86.65,36.49,0,OFF,-3.735,19.74,49.29,86.65,3
0,COOL,1,DRY,3,WET,1,LOW,19.46,46.12,78.2,35.89,1,MIST_LOW,26.116,18.26,56.12,79.2,0
0,COOL,1,DRY,3,WET,1,LOW,20.52,50.61,83.97,34.48,1,MIST_LOW,24.57,19.32,60.61,84.97,1
0,COOL,1,DRY,3,WET,1,LOW,20.94,46.62,77.91,36.98,1,MIST_LOW,32.25,19.74,56.62,78.91,2
0,COOL,1,DRY,3,WET,1,LOW,19.6,48.11,83.77,37.12,1,MIST_LOW,18.019,18.4,58.11,84.77,3
0,COOL,1,DRY,3,WET,1,LOW,21.37,44.25,81.04,39.43,2,MIST_HIGH,28.842,19.07,61.25,83.04,0
0,COOL,1,DRY,3,WET,1,LOW,20.69,46.0,81.62,43.65,2,MIST_HIGH,25.062,18.39,63.0,83.62,1
0,COOL,1,DRY,3,WET,1,LOW,18.99,44.1,85.3,45.79,2,MIST_HIGH,12.028,16.69,61.1,87.3,2
0,COOL,1,DRY,3,WET,1,LOW,18.97,50.59,80.72,41.56,2,MIST_HIGH,14.071,16.67,67.59,82.72,3
0,COOL,1,DRY,3,WET,1,LOW,20.41,48.66,79.59,43.75,3,PUMP,-49.745,20.11,51.66,97.59,0
0,COOL,1,DRY,3,WET,1,LOW,18.66,44.52,86.02,39.32,3,PUMP,-67.019,18.36,47.52,100.0,1
0,COOL,1,DRY,3,WET,1,LOW,18.96,51.24,85.29,37.98,3,PUMP,-55.301,18.66,54.24,100.0,2
0,COOL,1,DRY,3,WET,1,LOW,18.72,47.69,78.68,40.89,3,PUMP,-54.784,18.42,50.69,96.68,3
0,COOL,1,DRY,3,WET,1,LOW,20.9,47.16,77.29,42.2,4,PUMP_MIST_LOW,-22.481,19.4,58.16,92.29,0
0,COOL,1,DRY,3,WET,1,LOW,19.08,45.72,78.87,37.36,4,PUMP_MIST_LOW,-33.913,17.58,56.72,93.87,1
0,COOL,1,DRY,3,WET,1,LOW,21.07,44.28,83.19,36.95,4,PUMP_MIST_LOW,-38.924,19.57,55.28,98.19,2
0,COOL,1,DRY,3,WET,1,LOW,19.43,47.3,82.51,34.73,4,PUMP_MIST_LOW,-37.927,17.93,58.3,97.51,3
0,COOL,1,DRY,3,WET,1,LOW,19.38,45.1,78.99,44.62,5,PUMP_MIST_HIGH,-34.418,16.88,62.1,96.99,0
0,COOL,1,DRY,3,WET,1,LOW,20.07,49.05,85.02,43.54,5,PUMP_MIST_HIGH,-44.842,17.57,66.05,100.0,1
0,COOL,1,DRY,3,WET,1,LOW,21.37,50.26,80.59,40.53,5,PUMP_MIST_HIGH,-39.665,18.87,67.26,98.59,2
0,COOL,1,DRY,3,WET,1,LOW,19.96,51.3,82.02,38.66,5,PUMP_MIST_HIGH,-48.82,17.46,68.3,100.0,3
0,COOL,1,DRY,3,WET,2,MEDIUM,19.1,46.55,79.19,66.75,0,OFF,9.713,19.6,45.55,77.19,0
0,COOL,1,DRY,3,WET,2,MEDIUM,20.78,44.47,86.92,62.35,0,OFF,-4.476,21.28,43.47,84.92,1
0,COOL,1,DRY,3,WET,2,MEDIUM,20.75,52.0,86.74,57.2,0,OFF,7.832,21.25,51.0,84.74,2
0,COOL,1,DRY,3,WET,2,MEDIUM,20.44,46.13,85.16,67.01,0,OFF,0.775,20.94,45.13,83.16,3
0,COOL,1,DRY,3,WET,2,MEDIUM,18.76,51.97,79.19,66.16,1,MIST_LOW,33.727,18.06,59.97,78.19,0
0,COOL,1,DRY,3,WET,2,MEDIUM,20.83,46.84,85.39,66.14,1,MIST_LOW,11.142,20.13,54.84,84.39,1
0,COOL,1,DRY,3,WET,2,MEDIUM,19.09,48.74,85.06,64.37,1,MIST_LOW,17.312,18.39,56.74,84.06,2
0,COOL,1,DRY,3,WET,2,MEDIUM,21.16,44.23,84.01,67.37,1,MIST_LOW,10.919,20.46,52.23,83.01,3
0,COOL,1,DRY,3,WET,2,MEDIUM,20.18,48.5,78.88,67.86,2,MIST_HIGH,34.149,18.38,63.5,78.88,0
